uid,block,a,b,tol_ms,hits,den,twice_hits,a_n,b_n,b_covered
ex01_confused_00319,ex01::THEN THERE'S MIRACLE OF THIRTY FOURTH STREET BUT ONLY WATCH THE ORIGINAL,emotion_3408,intent_3408_last,40,34,84,68,37,47,37
ex01_confused_00319,ex01::THEN THERE'S MIRACLE OF THIRTY FOURTH STREET BUT ONLY WATCH THE ORIGINAL,emotion_3408,speaker_count_3408_last,0,6,52,12,37,15,6
ex01_confused_00319,ex01::THEN THERE'S MIRACLE OF THIRTY FOURTH STREET BUT ONLY WATCH THE ORIGINAL,emotion_3408,speaker_count_3408_last,20,14,52,28,37,15,14
ex01_confused_00319,ex01::THEN THERE'S MIRACLE OF THIRTY FOURTH STREET BUT ONLY WATCH THE ORIGINAL,emotion_3408,speaker_count_3408_last,40,15,52,30,37,15,15
ex01_confused_00319,ex01::THEN THERE'S MIRACLE OF THIRTY FOURTH STREET BUT ONLY WATCH THE ORIGINAL,intent_3408_last,speaker_count_3408_last,0,7,62,14,47,15,7
ex01_confused_00319,ex01::THEN THERE'S MIRACLE OF THIRTY FOURTH STREET BUT ONLY WATCH THE ORIGINAL,intent_3408_last,speaker_count_3408_last,20,15,62,30,47,15,15
ex01_confused_00319,ex01::THEN THERE'S MIRACLE OF THIRTY FOURTH STREET BUT ONLY WATCH THE ORIGINAL,intent_3408_last,speaker_count_3408_last,40,15,62,30,47,15,15
ex01_confused_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,asr_3408,emotion_3408,0,12,61,24,41,20,12
ex01_confused_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,asr_3408,emotion_3408,20,20,61,40,41,20,20
ex01_confused_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,asr_3408,emotion_3408,40,20,61,40,41,20,20
ex01_confused_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,asr_3408,intent_3408_last,0,16,73,32,41,32,16
ex01_confused_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,asr_3408,intent_3408_last,20,32,73,64,41,32,32
ex01_confused_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,asr_3408,intent_3408_last,40,32,73,64,41,32,32
ex01_confused_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,asr_3408,speaker_count_3408_last,0,0,54,0,41,13,0
ex01_confused_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,asr_3408,speaker_count_3408_last,20,9,54,18,41,13,9
ex01_confused_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,asr_3408,speaker_count_3408_last,40,10,54,20,41,13,10
ex01_confused_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,emotion_3408,intent_3408_last,0,14,52,28,20,32,14
ex01_confused_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,emotion_3408,intent_3408_last,20,19,52,38,20,32,20
ex01_confused_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,emotion_3408,intent_3408_last,40,19,52,38,20,32,22
ex01_confused_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,emotion_3408,speaker_count_3408_last,0,0,33,0,20,13,0
ex01_confused_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,emotion_3408,speaker_count_3408_last,20,7,33,14,20,13,7
ex01_confused_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,emotion_3408,speaker_count_3408_last,40,9,33,18,20,13,9
ex01_confused_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,intent_3408_last,speaker_count_3408_last,0,0,45,0,32,13,0
ex01_confused_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,intent_3408_last,speaker_count_3408_last,20,9,45,18,32,13,9
ex01_confused_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,intent_3408_last,speaker_count_3408_last,40,11,45,22,32,13,11
ex01_confused_00333,ex01::WHAT ARE YOU NO GOOD AT,asr_3408,emotion_3408,0,5,20,10,15,5,5
ex01_confused_00333,ex01::WHAT ARE YOU NO GOOD AT,asr_3408,emotion_3408,20,5,20,10,15,5,5
ex01_confused_00333,ex01::WHAT ARE YOU NO GOOD AT,asr_3408,emotion_3408,40,5,20,10,15,5,5
ex01_confused_00333,ex01::WHAT ARE YOU NO GOOD AT,asr_3408,intent_3408_last,0,8,25,16,15,10,8
ex01_confused_00333,ex01::WHAT ARE YOU NO GOOD AT,asr_3408,intent_3408_last,20,10,25,20,15,10,10
ex01_confused_00333,ex01::WHAT ARE YOU NO GOOD AT,asr_3408,intent_3408_last,40,10,25,20,15,10,10
ex01_confused_00333,ex01::WHAT ARE YOU NO GOOD AT,asr_3408,speaker_count_3408_last,0,0,21,0,15,6,0
ex01_confused_00333,ex01::WHAT ARE YOU NO GOOD AT,asr_3408,speaker_count_3408_last,20,4,21,8,15,6,4
ex01_confused_00333,ex01::WHAT ARE YOU NO GOOD AT,asr_3408,speaker_count_3408_last,40,5,21,10,15,6,5
ex01_confused_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3408,intent_3408_last,0,4,15,8,5,10,4
ex01_confused_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3408,intent_3408_last,20,5,15,10,5,10,5
ex01_confused_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3408,intent_3408_last,40,5,15,10,5,10,5
ex01_confused_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3408,speaker_count_3408_last,0,0,11,0,5,6,0
ex01_confused_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3408,speaker_count_3408_last,20,3,11,6,5,6,3
ex01_confused_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3408,speaker_count_3408_last,40,4,11,8,5,6,4
ex01_confused_00333,ex01::WHAT ARE YOU NO GOOD AT,intent_3408_last,speaker_count_3408_last,0,1,16,2,10,6,1
ex01_confused_00333,ex01::WHAT ARE YOU NO GOOD AT,intent_3408_last,speaker_count_3408_last,20,4,16,8,10,6,4
ex01_confused_00333,ex01::WHAT ARE YOU NO GOOD AT,intent_3408_last,speaker_count_3408_last,40,5,16,10,10,6,5
ex01_confused_00370,ex01::AT LEAST I DO,asr_3408,emotion_3408,0,4,19,8,13,6,4
ex01_confused_00370,ex01::AT LEAST I DO,asr_3408,emotion_3408,20,5,19,10,13,6,5
ex01_confused_00370,ex01::AT LEAST I DO,asr_3408,emotion_3408,40,6,19,12,13,6,6
ex01_confused_00370,ex01::AT LEAST I DO,asr_3408,intent_3408_last,0,6,22,12,13,9,6
ex01_confused_00370,ex01::AT LEAST I DO,asr_3408,intent_3408_last,20,8,22,16,13,9,8
ex01_confused_00370,ex01::AT LEAST I DO,asr_3408,intent_3408_last,40,9,22,18,13,9,9
ex01_confused_00370,ex01::AT LEAST I DO,asr_3408,speaker_count_3408_last,0,1,17,2,13,4,1
ex01_confused_00370,ex01::AT LEAST I DO,asr_3408,speaker_count_3408_last,20,3,17,6,13,4,3
ex01_confused_00370,ex01::AT LEAST I DO,asr_3408,speaker_count_3408_last,40,3,17,6,13,4,3
ex01_confused_00370,ex01::AT LEAST I DO,emotion_3408,intent_3408_last,0,4,15,8,6,9,4
ex01_confused_00370,ex01::AT LEAST I DO,emotion_3408,intent_3408_last,20,5,15,10,6,9,5
ex01_confused_00370,ex01::AT LEAST I DO,emotion_3408,intent_3408_last,40,6,15,12,6,9,7
ex01_confused_00370,ex01::AT LEAST I DO,emotion_3408,speaker_count_3408_last,0,0,10,0,6,4,0
ex01_confused_00370,ex01::AT LEAST I DO,emotion_3408,speaker_count_3408_last,20,3,10,6,6,4,3
ex01_confused_00370,ex01::AT LEAST I DO,emotion_3408,speaker_count_3408_last,40,3,10,6,6,4,3
ex01_confused_00370,ex01::AT LEAST I DO,intent_3408_last,speaker_count_3408_last,0,1,13,2,9,4,1
ex01_confused_00370,ex01::AT LEAST I DO,intent_3408_last,speaker_count_3408_last,20,3,13,6,9,4,3
ex01_confused_00370,ex01::AT LEAST I DO,intent_3408_last,speaker_count_3408_last,40,3,13,6,9,4,3
ex01_default_00028,ex01::HE WROTE GULLIVER'S TRAVEL,asr_3408,emotion_3408,0,9,34,18,23,11,9
ex01_default_00028,ex01::HE WROTE GULLIVER'S TRAVEL,asr_3408,emotion_3408,20,11,34,22,23,11,11
ex01_default_00028,ex01::HE WROTE GULLIVER'S TRAVEL,asr_3408,emotion_3408,40,11,34,22,23,11,11
ex01_default_00028,ex01::HE WROTE GULLIVER'S TRAVEL,asr_3408,intent_3408_last,0,13,38,26,23,15,13
ex01_default_00028,ex01::HE WROTE GULLIVER'S TRAVEL,asr_3408,intent_3408_last,20,15,38,30,23,15,15
ex01_default_00028,ex01::HE WROTE GULLIVER'S TRAVEL,asr_3408,intent_3408_last,40,15,38,30,23,15,15
ex01_default_00028,ex01::HE WROTE GULLIVER'S TRAVEL,asr_3408,speaker_count_3408_last,0,3,30,6,23,7,3
ex01_default_00028,ex01::HE WROTE GULLIVER'S TRAVEL,asr_3408,speaker_count_3408_last,20,7,30,14,23,7,7
ex01_default_00028,ex01::HE WROTE GULLIVER'S TRAVEL,asr_3408,speaker_count_3408_last,40,7,30,14,23,7,7
ex01_default_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3408,intent_3408_last,0,7,26,14,11,15,7
ex01_default_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3408,intent_3408_last,20,10,26,20,11,15,11
ex01_default_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3408,intent_3408_last,40,10,26,20,11,15,12
ex01_default_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3408,speaker_count_3408_last,0,4,18,8,11,7,4
ex01_default_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3408,speaker_count_3408_last,20,7,18,14,11,7,7
ex01_default_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3408,speaker_count_3408_last,40,7,18,14,11,7,7
ex01_default_00028,ex01::HE WROTE GULLIVER'S TRAVEL,intent_3408_last,speaker_count_3408_last,0,3,22,6,15,7,3
ex01_default_00028,ex01::HE WROTE GULLIVER'S TRAVEL,intent_3408_last,speaker_count_3408_last,20,6,22,12,15,7,6
ex01_default_00028,ex01::HE WROTE GULLIVER'S TRAVEL,intent_3408_last,speaker_count_3408_last,40,6,22,12,15,7,6
ex01_default_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,asr_3408,emotion_3408,0,8,40,16,25,15,8
ex01_default_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,asr_3408,emotion_3408,20,13,40,26,25,15,13
ex01_default_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,asr_3408,emotion_3408,40,15,40,30,25,15,15
ex01_default_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,asr_3408,intent_3408_last,0,16,45,32,25,20,16
ex01_default_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,asr_3408,intent_3408_last,20,20,45,40,25,20,20
ex01_default_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,asr_3408,intent_3408_last,40,20,45,40,25,20,20
ex01_default_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,asr_3408,speaker_count_3408_last,0,6,32,12,25,7,6
ex01_default_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,asr_3408,speaker_count_3408_last,20,7,32,14,25,7,7
ex01_default_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,asr_3408,speaker_count_3408_last,40,7,32,14,25,7,7
ex01_default_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,emotion_3408,intent_3408_last,0,8,35,16,15,20,8
ex01_default_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,emotion_3408,intent_3408_last,20,14,35,28,15,20,15
ex01_default_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,emotion_3408,intent_3408_last,40,14,35,28,15,20,15
ex01_default_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,emotion_3408,speaker_count_3408_last,0,5,22,10,15,7,5
ex01_default_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,emotion_3408,speaker_count_3408_last,20,6,22,12,15,7,6
ex01_default_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,emotion_3408,speaker_count_3408_last,40,6,22,12,15,7,6
ex01_default_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,intent_3408_last,speaker_count_3408_last,0,6,27,12,20,7,6
ex01_default_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,intent_3408_last,speaker_count_3408_last,20,7,27,14,20,7,7
ex01_default_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,intent_3408_last,speaker_count_3408_last,40,7,27,14,20,7,7
ex01_default_00156,ex01::WHAT DID THE DEVIL DO NOW,asr_3408,emotion_3408,0,9,30,18,19,11,9
ex01_default_00156,ex01::WHAT DID THE DEVIL DO NOW,asr_3408,emotion_3408,20,11,30,22,19,11,11
ex01_default_00156,ex01::WHAT DID THE DEVIL DO NOW,asr_3408,emotion_3408,40,11,30,22,19,11,11
ex01_default_00156,ex01::WHAT DID THE DEVIL DO NOW,asr_3408,intent_3408_last,0,9,32,18,19,13,9
ex01_default_00156,ex01::WHAT DID THE DEVIL DO NOW,asr_3408,intent_3408_last,20,13,32,26,19,13,13
ex01_default_00156,ex01::WHAT DID THE DEVIL DO NOW,asr_3408,intent_3408_last,40,13,32,26,19,13,13
ex01_default_00156,ex01::WHAT DID THE DEVIL DO NOW,asr_3408,speaker_count_3408_last,0,2,26,4,19,7,2
ex01_default_00156,ex01::WHAT DID THE DEVIL DO NOW,asr_3408,speaker_count_3408_last,20,6,26,12,19,7,6
ex01_default_00156,ex01::WHAT DID THE DEVIL DO NOW,asr_3408,speaker_count_3408_last,40,6,26,12,19,7,6
ex01_default_00156,ex01::WHAT DID THE DEVIL DO NOW,emotion_3408,intent_3408_last,0,9,24,18,11,13,9
ex01_default_00156,ex01::WHAT DID THE DEVIL DO NOW,emotion_3408,intent_3408_last,20,11,24,22,11,13,11
ex01_default_00156,ex01::WHAT DID THE DEVIL DO NOW,emotion_3408,intent_3408_last,40,11,24,22,11,13,12
ex01_default_00156,ex01::WHAT DID THE DEVIL DO NOW,emotion_3408,speaker_count_3408_last,0,2,18,4,11,7,2
ex01_default_00156,ex01::WHAT DID THE DEVIL DO NOW,emotion_3408,speaker_count_3408_last,20,4,18,8,11,7,4
ex01_default_00156,ex01::WHAT DID THE DEVIL DO NOW,emotion_3408,speaker_count_3408_last,40,5,18,10,11,7,5
ex01_default_00156,ex01::WHAT DID THE DEVIL DO NOW,intent_3408_last,speaker_count_3408_last,0,4,20,8,13,7,4
ex01_default_00156,ex01::WHAT DID THE DEVIL DO NOW,intent_3408_last,speaker_count_3408_last,20,6,20,12,13,7,6
ex01_default_00156,ex01::WHAT DID THE DEVIL DO NOW,intent_3408_last,speaker_count_3408_last,40,6,20,12,13,7,6
ex01_default_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,asr_3408,emotion_3408,0,7,38,14,25,13,7
ex01_default_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,asr_3408,emotion_3408,20,13,38,26,25,13,13
ex01_default_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,asr_3408,emotion_3408,40,13,38,26,25,13,13
ex01_default_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,asr_3408,intent_3408_last,0,8,44,16,25,19,8
ex01_default_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,asr_3408,intent_3408_last,20,18,44,36,25,19,18
ex01_default_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,asr_3408,intent_3408_last,40,19,44,38,25,19,19
ex01_default_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,asr_3408,speaker_count_3408_last,0,1,32,2,25,7,1
ex01_default_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,asr_3408,speaker_count_3408_last,20,6,32,12,25,7,6
ex01_default_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,asr_3408,speaker_count_3408_last,40,7,32,14,25,7,7
ex01_default_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,emotion_3408,intent_3408_last,0,6,32,12,13,19,6
ex01_default_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,emotion_3408,intent_3408_last,20,12,32,24,13,19,12
ex01_default_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,emotion_3408,intent_3408_last,40,13,32,26,13,19,14
ex01_default_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,emotion_3408,speaker_count_3408_last,0,2,20,4,13,7,2
ex01_default_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,emotion_3408,speaker_count_3408_last,20,6,20,12,13,7,6
ex01_default_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,emotion_3408,speaker_count_3408_last,40,7,20,14,13,7,7
ex01_default_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,intent_3408_last,speaker_count_3408_last,0,4,26,8,19,7,4
ex01_default_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,intent_3408_last,speaker_count_3408_last,20,7,26,14,19,7,7
ex01_default_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,intent_3408_last,speaker_count_3408_last,40,7,26,14,19,7,7
ex01_default_00168,ex01::YOU KNOW WHAT,asr_3408,emotion_3408,0,0,12,0,10,2,0
ex01_default_00168,ex01::YOU KNOW WHAT,asr_3408,emotion_3408,20,2,12,4,10,2,2
ex01_default_00168,ex01::YOU KNOW WHAT,asr_3408,emotion_3408,40,2,12,4,10,2,2
ex01_default_00168,ex01::YOU KNOW WHAT,asr_3408,intent_3408_last,0,4,15,8,10,5,4
ex01_default_00168,ex01::YOU KNOW WHAT,asr_3408,intent_3408_last,20,5,15,10,10,5,5
ex01_default_00168,ex01::YOU KNOW WHAT,asr_3408,intent_3408_last,40,5,15,10,10,5,5
ex01_default_00168,ex01::YOU KNOW WHAT,asr_3408,speaker_count_3408_last,0,2,13,4,10,3,2
ex01_default_00168,ex01::YOU KNOW WHAT,asr_3408,speaker_count_3408_last,20,3,13,6,10,3,3
ex01_default_00168,ex01::YOU KNOW WHAT,asr_3408,speaker_count_3408_last,40,3,13,6,10,3,3
ex01_default_00168,ex01::YOU KNOW WHAT,emotion_3408,intent_3408_last,0,0,7,0,2,5,0
ex01_default_00168,ex01::YOU KNOW WHAT,emotion_3408,intent_3408_last,20,2,7,4,2,5,2
ex01_default_00168,ex01::YOU KNOW WHAT,emotion_3408,intent_3408_last,40,2,7,4,2,5,2
ex01_default_00168,ex01::YOU KNOW WHAT,emotion_3408,speaker_count_3408_last,0,1,5,2,2,3,1
ex01_default_00168,ex01::YOU KNOW WHAT,emotion_3408,speaker_count_3408_last,20,2,5,4,2,3,2
ex01_default_00168,ex01::YOU KNOW WHAT,emotion_3408,speaker_count_3408_last,40,2,5,4,2,3,2
ex01_default_00168,ex01::YOU KNOW WHAT,intent_3408_last,speaker_count_3408_last,0,2,8,4,5,3,2
ex01_default_00168,ex01::YOU KNOW WHAT,intent_3408_last,speaker_count_3408_last,20,3,8,6,5,3,3
ex01_default_00168,ex01::YOU KNOW WHAT,intent_3408_last,speaker_count_3408_last,40,3,8,6,5,3,3
ex01_default_00255,ex01::MARIAN,asr_3408,emotion_3408,0,1,8,2,7,1,1
ex01_default_00255,ex01::MARIAN,asr_3408,emotion_3408,20,1,8,2,7,1,1
ex01_default_00255,ex01::MARIAN,asr_3408,emotion_3408,40,1,8,2,7,1,1
ex01_default_00255,ex01::MARIAN,asr_3408,intent_3408_last,0,2,12,4,7,5,2
ex01_default_00255,ex01::MARIAN,asr_3408,intent_3408_last,20,5,12,10,7,5,5
ex01_default_00255,ex01::MARIAN,asr_3408,intent_3408_last,40,5,12,10,7,5,5
ex01_default_00255,ex01::MARIAN,asr_3408,speaker_count_3408_last,0,0,8,0,7,1,0
ex01_default_00255,ex01::MARIAN,asr_3408,speaker_count_3408_last,20,1,8,2,7,1,1
ex01_default_00255,ex01::MARIAN,asr_3408,speaker_count_3408_last,40,1,8,2,7,1,1
ex01_default_00255,ex01::MARIAN,emotion_3408,intent_3408_last,0,0,6,0,1,5,0
ex01_default_00255,ex01::MARIAN,emotion_3408,intent_3408_last,20,1,6,2,1,5,1
ex01_default_00255,ex01::MARIAN,emotion_3408,intent_3408_last,40,1,6,2,1,5,1
ex01_default_00255,ex01::MARIAN,emotion_3408,speaker_count_3408_last,0,0,2,0,1,1,0
ex01_default_00255,ex01::MARIAN,emotion_3408,speaker_count_3408_last,20,1,2,2,1,1,1
ex01_default_00255,ex01::MARIAN,emotion_3408,speaker_count_3408_last,40,1,2,2,1,1,1
ex01_default_00255,ex01::MARIAN,intent_3408_last,speaker_count_3408_last,0,1,6,2,5,1,1
ex01_default_00255,ex01::MARIAN,intent_3408_last,speaker_count_3408_last,20,1,6,2,5,1,1
ex01_default_00255,ex01::MARIAN,intent_3408_last,speaker_count_3408_last,40,1,6,2,5,1,1
ex01_default_00264,ex01::FOR THE FRESH FACE CONTEST,asr_3408,emotion_3408,0,9,33,18,20,13,9
ex01_default_00264,ex01::FOR THE FRESH FACE CONTEST,asr_3408,emotion_3408,20,13,33,26,20,13,13
ex01_default_00264,ex01::FOR THE FRESH FACE CONTEST,asr_3408,emotion_3408,40,13,33,26,20,13,13
ex01_default_00264,ex01::FOR THE FRESH FACE CONTEST,asr_3408,intent_3408_last,0,11,35,22,20,15,11
ex01_default_00264,ex01::FOR THE FRESH FACE CONTEST,asr_3408,intent_3408_last,20,14,35,28,20,15,14
ex01_default_00264,ex01::FOR THE FRESH FACE CONTEST,asr_3408,intent_3408_last,40,15,35,30,20,15,15
ex01_default_00264,ex01::FOR THE FRESH FACE CONTEST,asr_3408,speaker_count_3408_last,0,3,26,6,20,6,3
ex01_default_00264,ex01::FOR THE FRESH FACE CONTEST,asr_3408,speaker_count_3408_last,20,5,26,10,20,6,5
ex01_default_00264,ex01::FOR THE FRESH FACE CONTEST,asr_3408,speaker_count_3408_last,40,5,26,10,20,6,5
ex01_default_00264,ex01::FOR THE FRESH FACE CONTEST,emotion_3408,intent_3408_last,0,8,28,16,13,15,8
ex01_default_00264,ex01::FOR THE FRESH FACE CONTEST,emotion_3408,intent_3408_last,20,13,28,26,13,15,13
ex01_default_00264,ex01::FOR THE FRESH FACE CONTEST,emotion_3408,intent_3408_last,40,13,28,26,13,15,13
ex01_default_00264,ex01::FOR THE FRESH FACE CONTEST,emotion_3408,speaker_count_3408_last,0,4,19,8,13,6,4
ex01_default_00264,ex01::FOR THE FRESH FACE CONTEST,emotion_3408,speaker_count_3408_last,20,5,19,10,13,6,5
ex01_default_00264,ex01::FOR THE FRESH FACE CONTEST,emotion_3408,speaker_count_3408_last,40,5,19,10,13,6,5
ex01_default_00264,ex01::FOR THE FRESH FACE CONTEST,intent_3408_last,speaker_count_3408_last,0,4,21,8,15,6,4
ex01_default_00264,ex01::FOR THE FRESH FACE CONTEST,intent_3408_last,speaker_count_3408_last,20,5,21,10,15,6,5
ex01_default_00264,ex01::FOR THE FRESH FACE CONTEST,intent_3408_last,speaker_count_3408_last,40,5,21,10,15,6,5
ex01_default_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,asr_3408,emotion_3408,0,16,68,32,45,23,16
ex01_default_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,asr_3408,emotion_3408,20,23,68,46,45,23,23
ex01_default_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,asr_3408,emotion_3408,40,23,68,46,45,23,23
ex01_default_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,asr_3408,intent_3408_last,0,18,74,36,45,29,18
ex01_default_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,asr_3408,intent_3408_last,20,28,74,56,45,29,28
ex01_default_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,asr_3408,intent_3408_last,40,29,74,58,45,29,29
ex01_default_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,asr_3408,speaker_count_3408_last,0,2,54,4,45,9,2
ex01_default_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,asr_3408,speaker_count_3408_last,20,9,54,18,45,9,9
ex01_default_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,asr_3408,speaker_count_3408_last,40,9,54,18,45,9,9
ex01_default_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,emotion_3408,intent_3408_last,0,14,52,28,23,29,14
ex01_default_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,emotion_3408,intent_3408_last,20,22,52,44,23,29,22
ex01_default_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,emotion_3408,intent_3408_last,40,22,52,44,23,29,24
ex01_default_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,emotion_3408,speaker_count_3408_last,0,1,32,2,23,9,1
ex01_default_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,emotion_3408,speaker_count_3408_last,20,8,32,16,23,9,8
ex01_default_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,emotion_3408,speaker_count_3408_last,40,8,32,16,23,9,8
ex01_default_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,intent_3408_last,speaker_count_3408_last,0,3,38,6,29,9,3
ex01_default_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,intent_3408_last,speaker_count_3408_last,20,9,38,18,29,9,9
ex01_default_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,intent_3408_last,speaker_count_3408_last,40,9,38,18,29,9,9
ex01_default_00284,ex01::WHERE'D MY POPS GO,asr_3408,emotion_3408,0,5,20,10,14,6,5
ex01_default_00284,ex01::WHERE'D MY POPS GO,asr_3408,emotion_3408,20,6,20,12,14,6,6
ex01_default_00284,ex01::WHERE'D MY POPS GO,asr_3408,emotion_3408,40,6,20,12,14,6,6
ex01_default_00284,ex01::WHERE'D MY POPS GO,asr_3408,intent_3408_last,0,7,24,14,14,10,7
ex01_default_00284,ex01::WHERE'D MY POPS GO,asr_3408,intent_3408_last,20,10,24,20,14,10,10
ex01_default_00284,ex01::WHERE'D MY POPS GO,asr_3408,intent_3408_last,40,10,24,20,14,10,10
ex01_default_00284,ex01::WHERE'D MY POPS GO,asr_3408,speaker_count_3408_last,0,2,18,4,14,4,2
ex01_default_00284,ex01::WHERE'D MY POPS GO,asr_3408,speaker_count_3408_last,20,4,18,8,14,4,4
ex01_default_00284,ex01::WHERE'D MY POPS GO,asr_3408,speaker_count_3408_last,40,4,18,8,14,4,4
ex01_default_00284,ex01::WHERE'D MY POPS GO,emotion_3408,intent_3408_last,0,4,16,8,6,10,4
